Gene name,Mouse gene name
ADRB2,Adrb2
MND1,Mnd1
CDC20B,Cdc20b
RNU6-938P,Gm24535
RNU6-938P,Gm24204
UBL5,Ubl5
UBL5,Ubl5b
UBL5,Ubl5c
RNU6-30P,Gm24319
ARMCX2,Armcx2
RPL19,Rpl19
RNU2-40P,Gm25475
LPAR3,Lpar3
ANKRD16,Ankrd16
CAPN11,Capn11
C4orf36,1700016H13Rik
RPS15,Rps15
SHROOM1,Shroom1
CTTNBP2NL,Cttnbp2nl
CARS1,Cars1
RNU6-177P,Gm23096
FBH1,Fbh1
CIMAP3,Cimap3
CCDC136,Ccdc136
KIF3A,Kif3a
KLHL8,Klhl8
RNU6-27P,Gm26062
POLR2A,Polr2a
CST8,Cst8
POLR1C,Polr1c
SPNS2,Spns2
TSPAN2,Tspan2
TRAPPC6A,Trappc6a
RN7SKP185,Gm54707
TTI1,Tti1
,Gm26413
,Gm25820
FAM168B,Fam168b
AKTIP,Aktip
MYBBP1A,Mybbp1a
RPRD1B,Rprd1b
ARMCX4,Armcx4
HEATR5B,Heatr5b
EIF4G1,Eif4g1
SLC35A3,Slc35a3
TGM2,Tgm2
CLDN34,Cldn34c3
CLDN34,Cldn34a
CLDN34,Cldn34c1
CLDN34,Cldn34b4
CLDN34,Cldn34b3
CLDN34,Cldn34c5
CLDN34,Cldn34c4
CLDN34,Cldn34d
CLDN34,Cldn34b2
CLDN34,Cldn34c6
CLDN34,Cldn34b1
CLDN34,Cldn34c2
ATP6V1F,Atp6v1f
NDUFA6,Ndufa6
SPMIP1,Spmip1
CYP2D6,Cyp2d9
CYP2D6,Cyp2d26
CYP2D6,Cyp2d11
CYP2D6,Cyp2d22
CYP2D6,Cyp2d34
CYP2D6,Cyp2d13
CYP2D6,Cyp2d10
CYP2D6,Cyp2d12
CYP2D6,Cyp2d40
GARRE1,Garre1
TSC22D3,Tsc22d3
TSPAN33,Tspan33
CEBPZOS,Cebpzos
SMO,Smo
HSD17B13,Hsd17b13
SPIRE2,Spire2
KIAA1755,D630003M21Rik
GGT6,Ggt6
CEBPZ,Cebpz
HSD17B11,Hsd17b11
TIGAR,Tigar
CNOT8,Cnot8
BPI,Bpi
GLI3,Gli3
NKRF,Nkrf
SMTNL2,Smtnl2
FGF23,Fgf23
ZNF418,Zfy2
ZNF418,Zfy1
CCND2,Ccnd2
NDUFAF7,Ndufaf7
YIPF3,Yipf3
ALOX15,Alox15
FRMPD4,Frmpd4
RNU1-44P,Gm22155
POU4F2,Pou4f2
SMDT1,Smdt1
ZNF570,Zfp39
GDF11,Gdf11
TCF25,Tcf25
CNGA1,Cnga1
RANBP1,Ranbp1
SARNP,Sarnp
GK,Gykl1
GK,Gk
PELP1,Pelp1
IGFLR1,Igflr1
VSTM2A,Vstm2a
SLC31A1,Slc31a1
PAQR3,Paqr3
IL15RA,Il15ra
ZMYND8,Zmynd8
CDC26,Cdc26
PRPF4,Prpf4
CPT1A,Cpt1a
PRKD3,Prkd3
U2AF1L4,U2af1l4
ORMDL2,Ormdl2
PALS2,Pals2
PHF21B,Phf21b
MMP19,Mmp19
PRIMPOL,Primpol
ARRB2,Arrb2
XPO5,Xpo5
TMEM191B,Tmem191
PSENEN,Psenen
DGKB,Dgkb
RNF183,Rnf183
RNU6-939P,Gm23057
RNU6-939P,Gm22113
QPCT,Qpct
LIN37,Lin37
BSPRY,Bspry
SMARCA1,Smarca1
DGKA,Dgka
HDHD3,Hdhd3
OSBP2,Osbp2
AGL,Agl
MC1R,Mc1r
ALAD,Alad
CDC42SE2,Cdc42se2
CENPU,Cenpu
HSPB6,Hspb6
CDC42EP3,Cdc42ep3
MRPL21,Mrpl21
LYL1,Lyl1
GAS8,Gas8
RN7SL670P,Gm24576
CD320,Cd320
POLH,Polh
SPINK1,Spink1
RAPH1,Raph1
NDUFA7,Ndufa7
ST7,St7
MAPK9,Mapk9
MRGPRD,Mrgprd
POLE3,Pole3
TPCN2,Tpcn2
GTPBP2,Gtpbp2
C9orf43,4933430I17Rik
RPS28,Rps28
RNU6-351P,Gm55846
RNU6-351P,Gm55847
RNU6-351P,Gm55959
RNU6-351P,Gm55119
DBNDD1,Dbndd1
TET2,Tet2
ANGPTL4,Angptl4
,Gm26397
IDI1,Idi1
MAD2L1BP,Mad2l1bp
OCRL,Ocrl
RSPH9,Rsph9
MIR138-2,Mir138-2
FOCAD,Focad
LYZL2,Lyzl1
SLC12A3,Slc12a3
IL21,Il21
PGC,Pgc
MED11,Med11
ZNF518A,Zfp518a
RAB11B,Rab11b
ZMYND15,Zmynd15
FRS3,Frs3
BBS12,Bbs12
BLNK,Blnk
DNASE1L1,Dnase1l1
NELFA,Nelfa
UBE4A,Ube4a
PRAM1,Pram1
PRICKLE4,Prickle4
TM4SF5,Tm4sf5
,Gm26236
VMO1,Vmo1
ZNF414,Zfp414
GLTPD2,Gltpd2
PSMB6,Psmb6
EEF1A1,Eef1a1
SYNGR4,Syngr4
PLD2,Pld2
NAT8L,Nat8l
KDELR1,Kdelr1
ARMCX5,Armcx5
DEFB108B,Defb22
NSD2,Nsd2
GRWD1,Grwd1
DEFB131B,Defb43
GAB3,Gab3
HACD4,Hacd4
INSC,Insc
WDR54,Wdr54
IFNB1,Ifnb1
TBC1D9B,Tbc1d9b
IFNA21,Ifna9
IFNA21,Ifna14
IFNA21,Ifna15
IFNA21,Ifna11
IFNA21,Ifna5
IFNA21,Ifna2
IFNA21,Ifna6
IFNA21,Ifna7
IFNA21,Ifnab
IFNA21,Ifna12
IFNA21,Ifna1
IFNA21,Ifna4
IFNA21,Ifna16
IFNA21,Ifna13
KCNJ14,Kcnj14
HERPUD1,Herpud1
SMIM27,Smim27
SULT2B1,Sult2b1
SEC16A,Sec16a
SMIM9,Smim9
LPAR5,Lpar5
SYTL4,Sytl4
SPACA4,Spaca4
INO80B,Ino80b
ACRBP,Acrbp
KIAA1210,Gm14569
DGCR2,Dgcr2
WBP1,Wbp1
MINK1,Mink1
HEPH,Heph
RFX3,Rfx3
ING4,Ing4
SPHK2,Sphk2
MRPL53,Mrpl53
FYB1,Fyb1
MIURF,Gm55359
XBP1,Xbp1
NF2,Nf2
SLC6A17,Slc6a17
DBP,Dbp
KANK1,Kank1
RNPC3,Rnpc3
CA11,Car11
PCGF1,Pcgf1
OTUD1,Otud1
KIAA1217,Etl4
IGSF9B,Igsf9b
COG5,Cog5
TMEM205,Tmem205
TLX2,Tlx2
DQX1,Dqx1
TRIM34,Trim34b
TRIM34,Trim34a
MOCS2,Mocs2
CPNE2,Cpne2
SDR9C7,Sdr9c7
SNX7,Snx7
GPR182,Gpr182
ZBTB39,Zbtb39
TAC3,Tac2
AUP1,Aup1
SEC22B,Sec22b
SLC43A3,Slc43a3
PTGFRN,Ptgfrn
USO1,Uso1
CCDC159,Ccdc159
ABCB8,Abcb8
ZNF326,Zfp326
CHRNE,Chrne
ARL2BP,Arl2bp
C17orf107,4930544D05Rik
VARS1,Vars1
NAGLU,Naglu
ATIC,Atic
TRIM45,Trim45
PHAF1,Phaf1
PDLIM4,Pdlim4
SWSAP1,Swsap1
EPOR,Epor
HSD17B1,Hsd17b1
MAEA,Maea
COASY,Coasy
TENT5C,Tent5c
SLC22A4,Slc22a4
SPACA5,Spaca5
ZMAT1,Zmat1
MYO1A,Myo1a
LSM2,Lsm2
RGL3,Rgl3
SYCP1,Sycp1
C5orf22,6030458C11Rik
B3GNT9,B3gnt9
HSPA1L,Hspa1l
PSMC3IP,Psmc3ip
TRADD,Tradd
HSPA1A,Hspa1b
HSPA1A,Hspa1a
CT45A7,Ct45a
SNORD48,Gm25744
SNORD52,Snord52
ZBTB12,Zbtb12
LAGE3,Lage3
CSNK2B,Csnk2b
SPIN2A,Spin2-ps4
SPIN2A,Spin2-ps1
SPIN2A,Spin2e
SPIN2A,Spin2j
SPIN2A,Spin2-ps10
SPIN2A,Spin2h
SPIN2A,Spin2g
SPIN2A,Spin2-ps2
SPIN2A,Spin2-ps7
SPIN2A,Gm14332
SPIN2A,Spin2-ps9
SPIN2A,
SPIN2A,Spin2d
SPIN2A,Spin2-ps8
SPIN2A,Spin2f
FBXL8,Fbxl8
SHROOM4,Shroom4
RABGEF1,Rabgef1
P4HA2,P4ha2
SPC25,Spc25
MATCAP1,Matcap1
C11orf54,4931406C07Rik
G6PC2,G6pc2
PIP5K1A,Pip5k1a
VCF2,Vcf1
ABCB11,Abcb11
UVSSA,Uvssa
MAS1,Mas1
MAP7D2,Map7d2
IGF2R,Igf2r
EXOC3L1,Exoc3l
NEMP1,Nemp1
RETREG3,Retreg3
ODAD3,Odad3
CPA5,Cpa5
NAB2,Nab2
PARD3,Pard3
LRP2,Lrp2
E2F4,E2f4
SLC22A1,Slc22a1
TUBG2,Tubg2
NKX1-1,Nkx1-1
HDAC7,Hdac7
HTRA3,Htra3
PLEKHH3,Plekhh3
POU4F3,Pou4f3
HMCN2,Hmcn2
DROSHA,Drosha
ELAVL3,Elavl3
EIF1AX,Eif1ax
GDAP2,Gdap2
ELMO3,Elmo3
KCTD7,Kctd7
TFEB,Tfeb
RNU6-625P,Gm54605
ZNF653,Zfp653
TK1,Tk1
RPS6KA3,Rps6ka3
TSHB,Tshb
BHLHA15,Bhlha15
PTGS1,Ptgs1
CCZ1B,Ccz1
WDR3,Wdr3
SNORD66,Snord66
CNN1,Cnn1
FAM131A,Fam131a
TMEM208,Tmem208
BIRC5,Birc5
PIGY,Pigyl
SCNM1,Scnm1
RN7SKP244,Gm55810
GASK1B,Gask1b
KLC2,Klc2
FHOD1,Fhod1
KASH5,Kash5
SNORD93,Snord93
SNORD93,Gm50451
ACHE,Ache
ZNF804A,Zfp804a
SRGAP2C,Srgap2
CD8B2,Cd8b1
CPEB2,Cpeb2
CAVIN1,Cavin1
CLCN2,Clcn2
KCNH4,Kcnh4
CUX1,Cux1
PTCD3,Ptcd3
SPAG17,Spag17
RNU6-456P,Gm24097
PTH2,Pth2
HCRT,Hcrt
PPP2R2B,Ppp2r2b
SLC17A7,Slc17a7
RNU6-258P,Gm24805
SLC9A5,Slc9a5
ZNF207,Zfp207
SMIM45,Smim45
HDAC10,Hdac10
C6orf118,1700010I14Rik
TTLL11,Ttll11
ALDH16A1,Aldh16a1
AMBP,Ambp
BCLAF3,Bclaf3
TTF2,Ttf2
TP53I11,Trp53i11
KCTD19,Kctd19
RNU6-98P,Gm24382
SNORD94,Snord94
MRPL35,Mrpl35
GNL3L,Gnl3l
VDR,Vdr
KIF12,Kif12
PRR3,Prr3
IQCM,Iqcm
MAGI3,Magi3
KDM3A,Kdm3a
MIR877,Mir877
LRRC36,Lrrc36
PPP1R10,Ppp1r10
FLT3LG,Flt3l
OCIAD1,Ociad1
NPR2,Npr2
FNDC9,Fndc9
NIPAL4,Nipal4
SPA17,Spa17
TMEM106C,Tmem106c
DLEC1,Dlec1
MRPS18B,Mrps18b
EHF,Ehf
HMGCR,Hmgcr
OR13J1,Or13j1
SPMIP6,Spmip6
TPPP3,Tppp3
HS6ST2,Hs6st2
FAM219A,Fam219a
GABPB2,Gabpb2
H2AL1Q,H2al2c
H2AL1Q,H2al1n
H2AL1Q,H2al2a
H2AL1Q,H2al1j
H2AL1Q,H2al2b
H2AL1Q,H2al1k
H2AL1Q,H2al1e
H2AL1Q,H2al1a
H2AL1Q,H2al1g
H2AL1Q,H2al1h
H2AL1Q,H2al1f
H2AL1Q,H2al1b
H2AL1Q,H2al1o
H2AL1Q,H2al1c
H2AL1Q,H2al1d
H2AL1Q,H2al1i
H2AL1Q,H2al1m
C6orf136,2310061I04Rik
CCDC160,Ccdc160
DGAT2L6,Dgat2l6
AWAT1,Awat1
RNU1-123P,Gm23680
ZDHHC1,Zdhhc1
P2RY4,P2ry4
ARR3,Arr3
LYSMD1,Lysmd1
COL2A1,Col2a1
CD2,Cd2
WNK2,Wnk2
DHRS7C,Dhrs7c
SNORD32A,Snord32a
SNORD33,Snord33
SNORD34,Snord34
SNORD35A,Snord35a
,Fkbp2
DHX16,Dhx16
HSD11B2,Hsd11b2
LPXN,Lpxn
CLUH,Cluh
KIF4A,Kif4
SNORD35B,Snord35b
MIR150,Mir150
AGRP,Agrp
GPR89A,Gpr89
FCGRT,Fcgrt
SCN4B,Scn4b
COG8,Cog8
ACAA1,Acaa1b
ACAA1,Acaa1a
PLCB3,Plcb3
PDF,Pdf
RNU6-1333P,Gm24848
SCLY,Scly
NIP7,Nip7
ABCF1,Abcf1
GDPD2,Gdpd2
TMED6,Tmed6
STEAP1B,Steap1
RCN3,Rcn3
TERF2,Terf2
RNU6-392P,Gm56401
RNU6-392P,Gm24797
RNU6-392P,Gm22638
RNU6-392P,Gm56400
RNU6-392P,Gm56402
MIF4GD,Mif4gd
DDX31,Ddx31
NAMPT,Nampt
NOSIP,Nosip
RNU4-81P,Gm22005
COL23A1,Col23a1
PDZD11,Pdzd11
ESPNL,Espnl
FAM83F,Fam83f
RNU6-1203P,Gm55244
TMED2,Tmed2
TNRC6B,Tnrc6b
ALDOB,Aldob
ACSF3,Acsf3
C17orf58,1810010H24Rik
KLHL30,Klhl30
RN7SKP70,Gm55882
SYNGR2,Syngr2
ERFE,Erfe
RUFY1,Rufy1
DDX55,Ddx55
BTK,Btk
MIR490,Mir490
CNNM1,Cnnm1
ZFP64,Zfp64
CSF1,Csf1
CHRM2,Chrm2
CA9,Car9
ILKAP,Ilkap
ASIC2,Asic2
CCDC81,Ccdc81
ZC3HAV1L,Zc3hav1l
FAM135A,Fam135a
ZC3HAV1,Zc3hav1
GOT1,Got1
CIZ1,Ciz1
PIK3IP1,Pik3ip1
AFAP1L2,Afap1l2
EIF2B1,Eif2b1
MLX,Mlx
TNFAIP8L2,Tnfaip8l2
CDH15,Cdh15
SHANK3,Shank3
BMP7,Bmp7
IFT56,Ift56
PRRG2,Prrg2
ALG9,Alg9
RNU6-409P,Gm25414
MPC2,Mpc2
MPST,Mpst
TFG,Tfg
GTF2H3,Gtf2h3
CBY3,Cby3
ZNF778,Gm14288
ZNF778,Zfp763
GAS7,Gas7
HES6,Hes6
RRAS,Rras
CANX,Canx
SLC35C2,Slc35c2
OPTN,Optn
PRR5,Prr5
SCAF1,Scaf1
FIRRM,Firrm
NOMO3,Nomo1
TRAF3IP1,Traf3ip1
IRF3,Irf3
U4,Gm22122
SEPTIN11,Septin11
PDE6D,Pde6d
FDXACB1,Fdxacb1
NPPC,Nppc
UBN2,Ubn2
ROS1,Ros1
CFAP68,Cfap68
DIS3L2,Dis3l2
MCM10,Mcm10
LAMC1,Lamc1
ELMO2,Elmo2
LGALS12,Lgals12
RNU6-206P,Gm26497
GZMB,Gzmc
GZMB,Gzmb
SPATA32,Spata32
FEZF1,Fezf1
ATP6V0A2,Atp6v0a2
MAP3K14,Map3k14
AASS,Aass
PRDM5,Prdm5
CD40LG,Cd40lg
SYNE2,Syne2
NME7,Nme7
TOMM6,Tomm6
RNA5SP443,n-R5s65
KRT222,Krt222
ARHGEF6,Arhgef6
ATL3,Atl3
DNAH10,Dnah10
ALPP,Akp3
ALPP,Alppl2
ALPP,Alpi
PTPRK,Ptprk
KRT24,Krt24
KRT25,Krt25
UCMA,Ucma
RTN3,Rtn3
KRT27,Krt27
PHYH,Phyh
KRT28,Krt28
ALPG,Akp3
ALPG,Alppl2
ALPG,Alpi
RNU6-972P,Gm55922
SNORD61,Snord61
TRPC5,Trpc5
RCSD1,Rcsd1
KRT10,Krt10
ARHGAP8,Arhgap8
PCDH18,Pcdh18
KRT12,Krt12
RTL4,Rtl4
ALPI,Akp3
ALPI,Alppl2
ALPI,Alpi
TEX13C,Tex13c1
TEX13C,Tex13d
TIMM17B,Timm17b
KRT20,Krt20
KRT23,Krt23
XCL2,Xcl1
ECEL1,Ecel1
ZNF438,Zfp438
WDR17,Wdr17
ARSI,Arsi
ZFTA,Zfta
WDR48,Wdr48
SPINDOC,Spindoc
GH1,Gh
TCOF1,Tcof1
POU2F1,Pou2f1
SUV39H2,Suv39h2
HSPB8,Hspb8
CYBB,Cybb
MOSPD2,Mospd2
SAAL1,Saal1
PPFIBP1,Ppfibp1
MEIG1,Meig1
PRSS56,Prss56
FAS,Fas
SCN4A,Scn4a
CHRND,Chrnd
CRIPTO,Cripto
FANCB,Fancb
SLC25A17,Slc25a17
EFCAB8,Efcab8
PRR29,Prr29
PRKRIP1,Prkrip1
LBP,Lbp
ALS2CL,Als2cl
CHRNG,Chrng
ICAM2,Icam2
ZC3H12B,Zc3h12b
SNORA71,Gm26003
G3BP2,G3bp2
SNORA71A,Gm26003
PPDPF,Ppdpf
RELN,Reln
RTL9,Rtl9
RNU6-175P,Gm56122
RBM3,Rbm3
VPS54,Vps54
HM13,H13
MRGPRX4,Mrgpra2b
MRGPRX4,Mrgprb5
MRGPRX4,Mrgpra9
MRGPRX4,Mrgpra4
MRGPRX4,Mrgpra6
MRGPRX4,Mrgprb1
MRGPRX4,Mrgpra3
MRGPRX4,Mrgprx2
MRGPRX4,Mrgprb2
MRGPRX4,Mrgprb8
MRGPRX4,Mrgprb4
MRGPRX4,Mrgpra2a
MRGPRX4,Mrgprx1
MRGPRX4,Mrgprb3
MRGPRX4,Mrgpra1
SAA4,Saa4
ST13,St13
ERN1,Ern1
WDR13,Wdr13
SNORD104,Snord104
,Gm22711
SNORA50C,Gm22711
GAPVD1,Gapvd1
SLC16A3,Slc16a3
CPT1C,Cpt1c
PELI1,Peli1
PGRMC1,Pgrmc1
OR8H3,Or8h7
OR8H3,Or8h6
OR8H3,Or8h9
OR8H3,Or8h8
OR8H3,Or8h10
PPY,Ppy
OR8K5,Or8k21
OR8K5,Or8k16
SLC25A43,Slc25a43
OR5J2,Or5j3
RXRG,Rxrg
SLC25A5,Slc25a5
XPNPEP3,Xpnpep3
NAGS,Nags
OR10Q1,Or10q1b
OR10Q1,Or10q12
OR10Q1,Or10q1
UBE2A,Ube2a
MZT2A,Mzt2
TMIE,Tmie
OR5G3,Or5g26
OR5G3,Or5g29
OR5G3,Or5g23
OR5G3,Or5g25
OR5G3,Or5g24-ps1
OR5G3,Or5g27
PRSS50,Prss50
TSR3,Tsr3
TMEM101,Tmem101
OR4D11,Or4d11
TUBA3D,Tuba3a
OR8U1,Or8u8
OR8U1,Or8u9
ID1,Id1
DNAJB7,Dnajb7
OR5AL1,Or5al5
OR5AL1,Or5al1
OR5AL1,Or5al6
OR8U3,Or8u3-ps
CEP20,Cep20
OR5M9,Or5m9b
OR5M9,Or5m9
PATZ1,Patz1
PTH1R,Pth1r
TMC2,Tmc2
DAPL1,Dapl1
LMNTD2,Lmntd2
LSM12,Lsm12
NOP56,Nop56
REP15,Rep15
RNU6-131P,Gm25657
MRPS35,Mrps35
HROB,Hrob
TPR,Tpr
ORC5,Orc5
DRG1,Drg1
RASSF7,Rassf7
KLHL42,Klhl42
ASB16,Asb16
PTHLH,Pthlh
LEF1,Lef1
ZNF48,Zfp553
TMUB2,Tmub2
RPS14,Rps14
ZNF771,Zfp771
PREPL,Prepl
OPN1SW,Opn1sw
LHX1,Lhx1
EIF4ENIF1,Eif4enif1
SNORA80C,Gm24696
SNORA80C,Gm26205
SNORA80C,Gm55134
SNORA80C,Gm56180
SNORA80C,Gm54937
SEPHS2,Sephs2
CEP290,Cep290
MRM2,Mrm2
ZNF768,Zfp768
STEEP1,Steep1
PHRF1,Phrf1
SLC1A3,Slc1a3
AATF,Aatf
ZNF764,Zfp764l1
ZNF764,Zfp764
SNX8,Snx8
CRISP3,Crisp3
CRISP3,Crisp1
NUTM2F,Nutm2
GCGR,Gcgr
LPAR1,Lpar1
IL2RA,Il2ra
ZNF689,Zfp689
SNORD110,Snord110
SNORA51,Gm24451
SNORD86,Gm23187
SNORD56,Gm23650
SNORD57,Snord57
PDHA1,Pdha1
CHST12,Chst12
IDH3B,Idh3b
MAD1L1,Mad1l1
MTHFD1L,Mthfd1l
SVEP1,Svep1
PRR14,Prr14
TSKS,Tsks
RBM17,Rbm17
METTL18,Mettl18
NBEAL2,Nbeal2
RAB28,Rab28
MCRIP1,Mcrip1
MAP3K15,Map3k15
CHIA,Chil6
CHIA,Chil5
CHIA,Chil3
CHIA,Chia1
CHIA,Chil4
RNU6-841P,Gm25516
RNU6-841P,Gm25245
SFI1,Sfi1
TMEM145,Tmem145
PFKFB3,Pfkfb3
NTNG2,Ntng2
MUSK,Musk
FBRS,Fbrs
STK4,Stk4
PPP1R27,Ppp1r27
IKBKG,Ikbkg
MPND,Mpnd
MRPS18A,Mrps18a
OCM,Ocm
ALYREF,Alyreffm11
ALYREF,Alyreffm3
ALYREF,Alyreffm16
ALYREF,Alyref
ALYREF,Alyreffm8
ALYREF,Alyreffm14
ALYREF,Alyreffm7
ALYREF,Alyreffm10
ALYREF,Alyreffm1
ALYREF,Alyreffm17
ALYREF,Alyref2
ALYREF,Alyreffm5
ALYREF,Alyreffm9
ALYREF,Alyreffm13
ALYREF,Alyreffm12
ALYREF,Alyreffm15
ALYREF,Alyreffm4
ALYREF,Alyreffm6
ALYREF,Alyreffm2
VWF,Vwf
FBXO9,Fbxo9
ASIC5,Asic5
CCZ1,Ccz1
PDK1,Pdk1
TDO2,Tdo2
ITGAL,Itgal
ANAPC11,Anapc11
CDC23,Cdc23
CERCAM,Cercam
CDHR5,Cdhr5
CTSO,Ctso
ATP6V1G2,Atp6v1g2
ACVR2B,Acvr2b
MINDY4,Mindy4
CEBPB,Cebpb
,Tspyl3
MPIG6B,Mpig6b
GPCPD1,Gpcpd1
CDC25C,Cdc25c
FICD,Ficd
AQP1,Aqp1
SART3,Sart3
DHRS4L2,Dhrs4
RNU6-35P,Gm25652
ELOVL6,Elovl6
GHRHR,Ghrhr
NIBAN1,Niban1
SCTR,Sctr
G6PD,G6pd2
G6PD,G6pdx
ZNF639,Zfp639
PRUNE2,Prune2
SH3GL1,Sh3gl1
RNU6-205P,Gm24593
OR10J5,Or10j5
UGT1A4,Ugt1a2
UGT1A4,Ugt1a5
AP1AR,Ap1ar
LAMC2,Lamc2
CSNK2A2,Csnk2a2
CLIC5,Clic5
MFSD14B,Mfsd14b
SLC40A1,Slc40a1
KPNA7,Kpna7
SIT1,Sit1
MFSD10,Mfsd10
SCT,Sct
PRSS54,Prss54
MFN1,Mfn1
DRD4,Drd4
NUB1,Nub1
NPB,Npb
CD72,Cd72
FAM53C,Fam53c
PARVA,Parva
CHAF1A,Chaf1a
PALD1,Pald1
DCTPP1,Dctpp1
PCYT2,Pcyt2
BRF1,Brf1
EXOC6B,Exoc6b
EGR1,Egr1
ABCC1,Abcc1
PISD,Pisd
UBXN6,Ubxn6
GPA33,Gpa33
CPLANE1,Cplane1
NTRK2,Ntrk2
OR10G6,Or10g6
OR10G9,Or10g7
OR10G9,Or10g9
OR10G9,Or10g9b
MIR130A,Mir130a
C16orf78,4933402J07Rik
RIPK1,Ripk1
TTC9C,Ttc9c
XCL1,Xcl1
ZBTB3,Zbtb3
ZNF423,Zfp423
NOP14,Nop14
NOL7,Nol7
POLR2G,Polr2g
RANBP9,Ranbp9
ING5,Ing5
NUF2,Nuf2
TAS2R39,Tas2r139
TMEM119,Tmem119
TAS2R40,Tas2r144
PRR14L,Prr14l
EMP1,Emp1
GSTK1,Gstk1
SEMA4G,Sema4g
SNX9,Snx9
TAF6L,Taf6l
HDGFL2,Hdgfl2
CFC1,Cfc1
SEZ6L,Sez6l
ADCY7,Adcy7
FBXW11,Fbxw11
SLC7A3,Slc7a3
EIF4B,Eif4b
GNB4,Gnb4
TMEM223,Tmem223
SYNJ2,Synj2
GRK4,Grk4
AQP3,Aqp3
PAX3,Pax3
TMEM179B,Tmem179b
IL2RG,Il2rg
PAEP,Lcn11
IL5,Il5
NXF1,Nxf1
TMEM139,Tmem139
CYP17A1,Cyp17a1
FAM114A2,Fam114a2
UPF3B,Upf3b
PLIN5,Plin5
NID2,Nid2
CASP2,Casp2
NR5A2,Nr5a2
BORCS7,Borcs7
LRG1,Lrg1
GLT6D1,Glt6d1
TNFAIP8L1,Tnfaip8l1
,Gm13539
LCN9,Lcn9
TRAF2,Traf2
KIF21A,Kif21a
AS3MT,As3mt
MSN,Msn
C2orf72,2810459M11Rik
HTR2B,Htr2b
ACTL6A,Actl6a
ZFHX2,Zfhx2
FAM131B,Fam131b
NT5C2,Nt5c2
RNU1-93P,Gm22656
RNU1-93P,Gm23447
RNU1-93P,Gm25589
RNU1-93P,Gm56222
SNRNP70,Snrnp70
SNORD20,Gm55462
SNORD82,Snord82
NMUR1,Nmur1
SNORD30,Gm22680
SNORD28,Gm24453
SNORD27,Gm24452
SNORD26,Gm25894
SNORD25,Gm25855
JPH4,Jph4
SCYL3,Scyl3
YPEL4,Ypel4
RNPEPL1,Rnpepl1
AMMECR1,Ammecr1
AJM1,Ajm1
UNC5B,Unc5b
TENT4B,Tent4b
RNU6-204P,Gm24223
MSANTD1,Msantd1
SIRT7,Sirt7
CCDC88C,Ccdc88c
SLC29A3,Slc29a3
GNG5B,Gng5c
ZNF618,Zfp618
COQ2,Coq2
ZDHHC5,Zdhhc5
ZYX,Zyx
DKC1,Dkc1
LIN7B,Lin7b
NMNAT2,Nmnat2
NFKB2,Nfkb2
CAPN10,Capn10
MAPK13,Mapk13
MFAP3,Mfap3
CNTNAP3,Cntnap3
CKLF,Cklf
HPSE,Hpse
MRPL48,Mrpl48
GMPR2,Gmpr2
ZNF845,Zfp748
ZNF845,Zfp759
ZNF845,Zfp458
ZNF845,Zfp729a
ZNF845,Zfp712
ZNF845,Zfp459
ZNF845,Zfp729b
IRF1,Irf1
TARBP1,Tarbp1
PWWP4,Pwwp4b
PWWP4,Pwwp4d
PWWP4,Pwwp4c
PWWP4,Pwwp4a
CDK16,Cdk16
EPHA1,Epha1
CMTM2,Cmtm2a
CMTM2,Cmtm2b
MAFG,Mafg
MRPL47,Mrpl47
CMTM3,Cmtm3
BRPF3,Brpf3
CRB2,Crb2
TDRD5,Tdrd5
PYCR1,Pycr1
TAS2R60,Tas2r135
TAS2R41,Tas2r126
RNU6-803P,Gm22004
CTAGE15,Mia2
RNU6-162P,Gm25494
RNU6-980P,Gm22004
TCAF2C,Tcaf2
CPN2,Cpn2
RNU6-982P,Gm22004
RNU6-751P,Gm22004
RNU6-1041P,Gm22004
REXO1,Rexo1
LRRC15,Lrrc15
LHX2,Lhx2
AKAP9,Akap9
CPT1B,Cpt1b
LSG1,Lsg1
AQP12B,Aqp12
SLK,Slk
DOCK8,Dock8
NELL2,Nell2
AGXT,Agxt
KLF16,Klf16
TFB2M,Tfb2m
FAM43A,Fam43a
BHLHE40,Bhlhe40
RNU6-556P,Gm22069
PPP1R2B,Ppp1r2-ps6
PPP1R2B,Ppp1r2
PPP1R2B,Ppp1r2-ps1
PPP1R2B,
ABHD17A,Abhd17a
SGCD,Sgcd
CMTM4,Cmtm4
LYPLAL1,Lyplal1
HYCC1,Hycc1
BNIP5,Bnip5
MAB21L4,Mab21l4
GPR85,Gpr85
ARL8B,Arl8b
COL17A1,Col17a1
ADAT3,Gm49322
ADAT3,Adat3
RN7SKP152,Gm56244
WNT10A,Wnt10a
HELQ,Helq
DIMT1,Dimt1
NUDT1,Nudt1
CSNK1G2,Csnk1g2
CDK5R2,Cdk5r2
FEV,Fev
USP11,Usp11
CRYBA2,Cryba2
EDEM1,Edem1
MPZL1,Mpzl1
CLN3,Cln3
MIR375,Mir375
IFT27,Ift27
MRPS18C,Mrps18c
CFAP65,Cfap65
EIF4H,Eif4h
RNU1-62P,Gm23737
FAM3A,Fam3a
CCDC66,Ccdc66
LSM7,Lsm7
ABRAXAS1,Abraxas1
CMTR1,Cmtr1
INTS7,Ints7
ELMO1,Elmo1
TIMM13,Timm13
VPREB1,Vpreb1b
VPREB1,Vpreb1a
LHFPL7,Lhfpl7
